original_invoice_id,extraction_status,error_message,extracted_number,extracted_po_number,extracted_amount,extracted_tax_amount,extracted_currency_code,extracted_date,extracted_due_date,extracted_payment_term_days,extracted_vendor,extracted_line_items
14516965,error,Could not download PDF from URL for m0001445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20168959,error,Could not download PDF from URL for 01112021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21160308,success,NA,UKF140128,SOUK074739,1600.0,0.0,GBP,2024-04-12,NA,NA,LKQ Group (UK) Ltd t/a Vege UK,"[{""description"": ""GearboxFord BJFB /BKFA /BKFB/BLFB Oem part no .2558986/KK3R-70"", ""quantity"": 1.0, ""unit_price"": 1000.0, ""total"": 1000.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 600.0, ""total"": 600.0}, {""description"": ""Unit supplied for reported incident No. SWUK010838 No claims for labour or other associated costs will be accepted until the reported unit has been returned, inspected and liability determined."", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""**DELIVER TO**NL22 YMFTeam Valley MOT17 Octavian Way,GatesheadNE11 0HZ"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20138302,error,Could not download PDF from URL for 29092021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13677679,error,Could not download PDF from URL for 0911170333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14569718,success,NA,1009932,NA,648.0,108.0,GBP,2019-06-19,2019-07-30,NA,Asap,"[{""description"": ""Delivery / Euro Car Parts Ltd euro car parts (BOUCHER)"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}, {""description"": ""Delivery / Euro Car Parts Ltd euro car parts (BOUCHER)"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}, {""description"": ""Delivery / Euro Car Parts Ltd euro car parts (BOUCHER)"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}, {""description"": ""Delivery / Euro Car Parts Ltd euro car parts (BOUCHER)"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}, {""description"": ""Delivery / Euro Car Parts Ltd euro car parts (BOUCHER)"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}, {""description"": ""Delivery / Euro Car Parts Ltd euro car parts (BOUCHER)"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}]"
14968017,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14200005,success,NA,180220421,NA,113.65,18.94,GBP,2018-09-28,NA,NA,Selecta'UK Limited,"[{""description"": ""Meter Billing Total Beverages"", ""quantity"": 902.0, ""unit_price"": 0.105, ""total"": 94.71}]"
21074754,success,NA,304028738,175123,40.7,6.78,GBP,2024-09-11,NA,180,Ferdinand Bilstein UK Limited,"[{""description"": ""Air Filter"", ""quantity"": 1.0, ""unit_price"": 23.7, ""total"": 23.7}, {""description"": ""Oil Filter with sealing ring"", ""quantity"": 1.0, ""unit_price"": 4.42, ""total"": 4.42}, {""description"": ""Fuel Filter with sealing ring"", ""quantity"": 2.0, ""unit_price"": 2.9, ""total"": 5.8}]"
19852398,error,Could not download PDF from URL for 03122020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21220739,success,NA,60604,NA,540.0,90.0,GBP,2025-02-12,2025-03-14,30,HM3 Legal,"[{""description"": ""To our professional fees in connection with the commercial decision to write off Claim due to Defendant believed to have returned to Poland after break up of marriage. Business name now operated by another. Claim served to private address but returned by estranged wife. Claim deemed not served by Court and default Judgment not possible. Some investigations undertaken including contacting and speaking with new proprietor who confirmed situation. Fees and cost of trace, service deemed disproportional to size of Claim"", ""quantity"": 1.0, ""unit_price"": 450.0, ""total"": 450.0}]"
14544992,success,NA,2222342848,233614,177.98,29.66,GBP,2019-06-03,2019-07-03,30,HELLA Ltd,"[{""description"": ""Combination Rearlight for VOLVO"", ""quantity"": 2.0, ""unit_price"": 74.16, ""total"": 148.32}]"
20001789,success,NA,452625,26408,185.5,30.92,GBP,2021-04-26,NA,NA,POWERFLEX,"[{""description"": ""REAR SUBFRAME FRONT BUSH INSERT"", ""quantity"": 16.0, ""unit_price"": 22.95, ""total"": 146.88}, {""description"": ""DPD NEXT DAY UK MAINLAND 0-5KGS"", ""quantity"": 1.0, ""unit_price"": 7.7, ""total"": 7.7}]"
21112354,error,Could not download PDF from URL for 17102024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13799707,error,Could not download PDF from URL for 13022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20897705,success,NA,11961998,NA,134.62,22.44,GBP,2024-03-04,NA,60,First Line Limited,"[{""description"": ""615851739"", ""quantity"": 2.0, ""unit_price"": 56.09, ""total"": 112.18}]"
20640007,error,Could not download PDF from URL for 02052023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14198949,error,Could not download PDF from URL for 04102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20225091,success,NA,122303,MO265932,115.2,19.2,GBP,2021-12-14,2022-01-13,30,Avonmouth Auto Electrical Ltd,"[{""description"": ""MM69HSN / 60734"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""SUPPLY AND FIT NEW 195/60R15 TYRE (BOTH FRONT)"", ""quantity"": 2.0, ""unit_price"": 48.0, ""total"": 96.0}]"
20661377,error,Could not download PDF from URL for 25052023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14018312,error,Could not download PDF from URL for 20062018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14011512,error,Could not download PDF from URL for 18062018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14271795,error,Could not download PDF from URL for 20112018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20253234,success,NA,I0225632,219073,67.86,11.31,GBP,2022-02-08,NA,25,IMPEX PARTS LTD,"[{""description"": ""856720450"", ""quantity"": 3.0, ""unit_price"": 18.85, ""total"": 56.55}]"
13975467,success,NA,1875409802,NA,71.6,11.93,GBP,2018-05-24,2018-07-15,30,Henkel Ltd,"[{""description"": ""TEROSON ET PRIMER APPL 25PC known as Teroson T966 Wool Dauber 9.000 CTN ( 0.100 KG / CTN )"", ""quantity"": 9.0, ""unit_price"": 6.63, ""total"": 59.67}]"
20988444,success,NA,83643,PO 814536,138096.0,23016.0,GBP,2024-06-28,2024-08-31,60,NATIONAL REFRIGERANTS,"[{""description"": ""11R1234YF RT 11LB/5KG HPO1234YF RET CYL STEEL CYLINDERS UN3161 LIQUFIED GAS, FLAMMABLE N.O.S. (2,3,3,3-TETRA-FLUOROPROP-1-EN) CLASS 2.1 (C/E) EMS, F-D, S-U"", ""quantity"": 480.0, ""unit_price"": 189.75, ""total"": 91080.0}, {""description"": ""Cylinder Deposits Taxable"", ""quantity"": 1.0, ""unit_price"": 24000.0, ""total"": 24000.0}]"
20654504,success,NA,PSI151428,20874,846.0,141.0,GBP,2023-04-14,2023-05-30,30,Fast Mover Tools Limited,"[{""description"": ""WorkshopStorageCabinet,Flat Packed,1830X915X400mm"", ""quantity"": 3.0, ""unit_price"": 235.0, ""total"": 705.0}]"
13827784,error,Could not download PDF from URL for 28022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067166,error,Could not download PDF from URL for 18072018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20348612,error,Could not download PDF from URL for 24052022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20103663,success,NA,41373,NA,289.69,48.28,GBP,2021-08-13,NA,NA,Complete Automotive Aftermarket Solutions Ltd,"[{""description"": ""603590161-CSPR709-PAS RACK FORD KA (96-03) - FIESTA III (89-"", ""quantity"": 3.0, ""unit_price"": 80.47, ""total"": 241.41}]"
20200621,success,NA,S390446,NA,53.34,8.89,GBP,2021-12-03,2022-02-28,NA,Sykes-Pickavant Limited,"[{""description"": ""FLOWSTOP HD KIT"", ""quantity"": 1.0, ""unit_price"": 38.95, ""total"": 32.72}, {""description"": ""UNIVERSAL HOOK KIT"", ""quantity"": 1.0, ""unit_price"": 11.75, ""total"": 9.88}, {""description"": ""MISC CHARGE"", ""quantity"": 1.0, ""unit_price"": 8.95, ""total"": 10.74}]"
13696197,error,Could not download PDF from URL for 30112017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14713666,error,Could not download PDF from URL for 01102019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14139430,success,NA,UKF004575,10664,7015.2,1169.2,GBP,2018-08-23,NA,30,International Engines Ltd trading as VEGE UK,"[{""description"": ""Engine bare BMW BMW X5 E70 3.0DI TD Engine N57D30B N57-D30B N57 D30 B; OEM part no 1100218069"", ""quantity"": 1.0, ""unit_price"": 5945.0, ""total"": 4756.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 1000.0, ""total"": 1000.0}, {""description"": ""Carriage invoiced on sales"", ""quantity"": 1.0, ""unit_price"": 90.0, ""total"": 90.0}]"
14639818,error,Could not download PDF from URL for 07082019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13919156,success,NA,CVNChina 1042018,CVNECP022018,7830.09,NA,USD,2018-04-25,NA,NA,CVNChina Limited,"[{""description"": ""S/ABSORBER BMW 5 SERIES (F60) FRONT"", ""quantity"": 50.0, ""unit_price"": 19.11, ""total"": 955.5}, {""description"": ""S/ABSORBER AUDI A3 SEAT LEON SKODA"", ""quantity"": 49.0, ""unit_price"": 7.72, ""total"": 378.28}, {""description"": ""S/ABSORBER AUDI A4 / A5 B9 09/07-"", ""quantity"": 50.0, ""unit_price"": 9.16, ""total"": 458.0}, {""description"": ""S/ABSORBER RR VAUX CORSA (SPORT SUS"", ""quantity"": 50.0, ""unit_price"": 7.87, ""total"": 393.5}, {""description"": ""S/ABSORBER SUZUKI SWIFT III (SG) RR"", ""quantity"": 49.0, ""unit_price"": 8.1, ""total"": 396.9}, {""description"": ""S ABSORBER PEUGEOT 207 HATCH 06 1.4"", ""quantity"": 100.0, ""unit_price"": 14.5, ""total"": 1450.0}, {""description"": ""S/ABSORBER HONDA CIVIC VII RH FR 01"", ""quantity"": 100.0, ""unit_price"": 15.34, ""total"": 1534.0}, {""description"": ""S/ABSORBER HONDA CIVIC VII LH FR 01"", ""quantity"": 99.0, ""unit_price"": 15.3, ""total"": 1514.7}, {""description"": ""S ABSORBER PEUGEOT 207 HATCH 06 1.4"", ""quantity"": 49.0, ""unit_price"": 15.29, ""total"": 749.21}]"
13859841,success,NA,35886353,NA,753.66,125.61,GBP,2018-03-06,2018-04-07,32,OPUS energy,"[{""description"": ""Unit Rate"", ""quantity"": 4971.0, ""unit_price"": 0.12002, ""total"": 596.62}, {""description"": ""Standing Charge"", ""quantity"": 28.0, ""unit_price"": 0.4675, ""total"": 3.19}, {""description"": ""CCL Exempt Charge"", ""quantity"": 4971.0, ""unit_price"": 0.00568, ""total"": 28.24}]"
20530345,error,Could not download PDF from URL for 29122022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14740286,success,NA,SL05851173INV,NA,123.0,20.5,GBP,2019-10-07,2019-11-30,NA,NORTHGATE Vehicle Hire,"[{""description"": ""V01 - Car Derived Vans"", ""quantity"": 2.0, ""unit_price"": 16.55, ""total"": 33.1}, {""description"": ""BUSINESS DELIVERY"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}, {""description"": ""BUSINESS COLLECTION"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}, {""description"": ""FUEL - BUY IT LATER"", ""quantity"": 45.0, ""unit_price"": 1.32, ""total"": 59.4}]"
20473968,success,NA,397508693,28145,6.61,1.1,GBP,2022-09-12,NA,14,MAHLE Aftermarket Ltd.,"[{""description"": ""KL 313 ZO044 76682746"", ""quantity"": 1.0, ""unit_price"": 5.51, ""total"": 5.51}]"
13898312,error,Could not download PDF from URL for 13042018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20940023,success,NA,TILD749837,NA,772.6,0.0,GBP,2024-04-22,NA,NA,Uniocean,"[{""description"": ""CUSTOMS INSIGHTS CHARGES FOR EXPORTS"", ""quantity"": 1.0, ""unit_price"": 772.6, ""total"": 772.6}]"
13673644,error,Could not download PDF from URL for 05112017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13934429,success,NA,0808082,3807853,615.3,0.0,EUR,2018-05-02,2018-06-30,30,De Oliebron BV,"[{""description"": ""TQX Premium SS 10W40 4x5 LT Part No. 521 77 6011"", ""quantity"": 420.0, ""unit_price"": 141.0, ""total"": 592.2}, {""description"": ""Europallet 80x120 Partnr.: 18960"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14714236,success,NA,8053123174,O/238060,31.38,0.0,EUR,2019-09-30,2019-12-30,90,HUTCHINSON SNC,"[{""description"": ""SUPPORT BOITE"", ""quantity"": 6.0, ""unit_price"": 5.23, ""total"": 31.38}]"
20052482,error,Could not download PDF from URL for 23062021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20460385,error,Could not download PDF from URL for 29092022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21083174,error,Could not download PDF from URL for 21092024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20638742,success,NA,I0235132,25997,50.33,8.39,GBP,2023-04-20,2023-05-25,25,IMPEX PARTS LTD,"[{""description"": ""858650050"", ""quantity"": 1.0, ""unit_price"": 35.44, ""total"": 35.44}, {""description"": ""DELIVERY CHARGE"", ""quantity"": 1.0, ""unit_price"": 6.5, ""total"": 6.5}]"
14294782,success,NA,1908896839,223096,34992.0,5832.0,GBP,2018-11-30,2018-12-30,30,Shell UK Oil Products Limited,"[{""description"": ""Helix HX7 Professional AF 5W-30 3*5L"", ""quantity"": 5850.0, ""unit_price"": 2.0, ""total"": 11700.0}, {""description"": ""Helix HX7 10W-40 3*5L"", ""quantity"": 9000.0, ""unit_price"": 1.94, ""total"": 17460.0}]"
14242298,success,NA,75498648,28152,545.8,90.97,GBP,2018-10-30,NA,NA,Tenneco Walker UK LTD,"[{""description"": ""Ford Transit 2.2TDCi"", ""quantity"": 1.0, ""unit_price"": 535.1, ""total"": 454.83}]"
13664020,error,Could not download PDF from URL for 200617010D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20603634,success,NA,MINV-204965,NA,864.84,135.0,GBP,2023-03-20,2023-05-31,NA,Euro Car Parts (Abingdon),"[{""description"": ""Labour: renew engine block with air conditioning."", ""quantity"": 14.0, ""unit_price"": 45.0, ""total"": 630.0}, {""description"": ""Air Con Regas"", ""quantity"": 1.0, ""unit_price"": 45.0, ""total"": 45.0}, {""description"": ""MOT"", ""quantity"": 1.0, ""unit_price"": 54.84, ""total"": 54.84}]"
20121654,success,NA,1400868826,PO 212913,3141.5,523.58,GBP,2021-09-08,2021-11-30,60,Shell UK Oil Products Limited,"[{""description"": ""Shell Spirax S4 AT 75W-90 12*1L"", ""quantity"": 432000.0, ""unit_price"": 0.00606, ""total"": 2617.92}]"
13887476,error,Could not download PDF from URL for 07042018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14697159,error,Could not download PDF from URL for 19092019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20925760,error,Could not download PDF from URL for 09042024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14746205,error,Could not download PDF from URL for 22102019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20873887,success,NA,I0241054,244031,55.26,9.21,GBP,2024-02-05,2024-03-25,25,IMPEX PARTS LTD,"[{""description"": ""505580030"", ""quantity"": 3.0, ""unit_price"": 15.35, ""total"": 46.05}]"
20042807,error,Could not download PDF from URL for 14062021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13816398,error,Could not download PDF from URL for 21022018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14193773,success,NA,80024986,NA,6541.25,1090.21,GBP,2018-09-26,NA,NA,Remy Automotive UK Ltd,"[{""description"": ""STARTER OPEL/SAAB/VAUXHALL"", ""quantity"": 5.0, ""unit_price"": 29.06, ""total"": 145.3}, {""description"": ""SURCHARGE"", ""quantity"": 5.0, ""unit_price"": 20.0, ""total"": 100.0}, {""description"": ""STARTER AUDI/SEAT/VW"", ""quantity"": 35.0, ""unit_price"": 27.63, ""total"": 967.05}, {""description"": ""SURCHARGE"", ""quantity"": 35.0, ""unit_price"": 20.0, ""total"": 700.0}, {""description"": ""STARTER MINI"", ""quantity"": 9.0, ""unit_price"": 26.67, ""total"": 240.03}, {""description"": ""SURCHARGE"", ""quantity"": 9.0, ""unit_price"": 20.0, ""total"": 180.0}, {""description"": ""STARTER BMW1 12V 1.2KW 9T CW"", ""quantity"": 11.0, ""unit_price"": 38.86, ""total"": 427.46}, {""description"": ""SURCHARGE"", ""quantity"": 11.0, ""unit_price"": 20.0, ""total"": 220.0}, {""description"": ""STARTER FORD"", ""quantity"": 40.0, ""unit_price"": 41.78, ""total"": 1671.2}, {""description"": ""SURCHARGE"", ""quantity"": 40.0, ""unit_price"": 20.0, ""total"": 800.0}]"
14167949,error,Could not download PDF from URL for 15092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14543612,error,Could not download PDF from URL for 04062019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14156552,success,NA,113120561 (COPY),NA,12.62,0.0,GBP,2018-09-07,NA,NA,Andrew Page,"[{""description"": ""FUEL FILTER FUEL FILTER 50344031P - PREMIUM FUEL FILTER"", ""quantity"": 1.0, ""unit_price"": 12.62, ""total"": 12.62}]"
20228616,error,Could not download PDF from URL for 11012022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20661103,success,NA,UKF098286,53516,1250.0,0.0,GBP,2023-05-24,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxOpel Front Wheel Drive89M-450 Gearbox# PF6-050/PF6050 Oem part 8201576"", ""quantity"": 1.0, ""unit_price"": 650.0, ""total"": 650.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 600.0, ""total"": 600.0}, {""description"": ""Deliver @Motor TechUnit 2 CrossgatePinchbeckSpalding PE11 3XXTel 01775 680036"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20608761,success,NA,36679633,234261,122.11,20.35,GBP,2023-03-22,2023-05-21,60,BORN-BRANDS international,"[{""description"": ""AMTECH 5\"" MAINS TESTER"", ""quantity"": 12.0, ""unit_price"": 0.6, ""total"": 7.2}, {""description"": ""AMTECH 16LB TELESCOPIC MAGNETIC PICK UP TOOL"", ""quantity"": 48.0, ""unit_price"": 1.97, ""total"": 94.56}]"
19855852,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14031947,success,NA,S336002,1343768 /00,284.76,47.46,GBP,2018-06-27,2018-08-30,NA,Sykes-Pickavant Limited,"[{""description"": ""RENAULT F9Q INJECTOR PULLER KIT"", ""quantity"": 1.0, ""unit_price"": 339.0, ""total"": 284.76}]"
21100537,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15755674,error,Could not download PDF from URL for 04082020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20592942,success,NA,55465,PBJC5529510001,895.8,149.3,GBP,2023-03-07,NA,60,KW automotive UK Ltd,"[{""description"": ""ST XTA coilover BMW Mini (R50) incl. Cooper S"", ""quantity"": 1.0, ""unit_price"": 734.5, ""total"": 734.5}]"
13896582,success,NA,SI-00396816,SO-00471800,3312.0,552.0,GBP,2018-04-12,2018-06-30,NA,The Tool Connection Ltd,"[{""description"": ""Nitrogen Plastic Welder with Generator/Stapler"", ""quantity"": 1.0, ""unit_price"": 2760.0, ""total"": 2760.0}]"
13834589,success,NA,7477151819,NA,965.87,160.98,GBP,2018-03-02,2018-04-30,NA,Axalta Coating Systems UK Ltd.,"[{""description"": ""1.000 LT 02082535 1LT STDFLEX ANTIST PLSTC CLNR"", ""quantity"": 12.0, ""unit_price"": 7.12, ""total"": 85.44}, {""description"": ""0.250 LT 02050279 STANDOBLUE BASECOAT MIX 179 LIGHT YELLOW"", ""quantity"": 4.0, ""unit_price"": 121.11, ""total"": 121.11}, {""description"": ""0.250 LT 02050212 STANDOBLUE BASECOAT MIX 117 RED PEARL TRANSPARENT"", ""quantity"": 4.0, ""unit_price"": 79.3, ""total"": 79.3}, {""description"": ""3.500 LT 2093022 Standofleet 2K VOC Wet-on-Wet Filler U2570 FC3 Dark Grey"", ""quantity"": 3.0, ""unit_price"": 39.45, ""total"": 118.34}, {""description"": ""0.500 LT 02055388 STANDOHYD PLUS BASECOAT MIX 388 AZURE BLUE"", ""quantity"": 20.0, ""unit_price"": 40.07, ""total"": 400.7}]"
20244305,success,NA,79777,403470 - 01/01/1900,720.0,120.0,GBP,2022-01-27,2022-03-17,45,GYS Ltd,"[{""description"": ""GYSPOT 2700 DENT PULLING KIT + GYSPOT 2700"", ""quantity"": 1.0, ""unit_price"": 600.0, ""total"": 600.0}]"
20758072,success,NA,404010892676,NA,79.43,13.24,GBP,2023-09-14,2023-10-14,30,Enterprise Rent-A-Car UK Ltd,"[{""description"": ""TIME & DISTANCE"", ""quantity"": 2.0, ""unit_price"": 25.51, ""total"": 51.02}, {""description"": ""PREMIUM LOCATION FEE"", ""quantity"": 55.16, ""unit_price"": 0.2, ""total"": 11.03}, {""description"": ""RFLIVED"", ""quantity"": 2.0, ""unit_price"": 2.07, ""total"": 4.14}]"
20042567,success,NA,UKF050728,SOUK029495,650.0,0.0,GBP,2021-06-11,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxFord Transit/Tourneo Connect 1.6TDCT2GA/TZGB Gearbox# MTX75 Oem part 1893115/2180757/"", ""quantity"": 1.0, ""unit_price"": 350.0, ""total"": 350.0}, {""description"": ""Deposit"", ""quantity"": 1.0, ""unit_price"": 300.0, ""total"": 300.0}, {""description"": ""Delivery To:Lower Earley's MOTUnit 3 Catbush Ind'l ParkDanehillLower EarleyReading RG6 4UT"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
21277606,error,Could not download PDF from URL for 16042025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14551194,success,NA,TA 19014214,SO 91012637 / 232877,596.4,99.4,GBP,2019-06-06,2019-07-31,60,DENSO,"[{""description"": ""RADIATOR"", ""quantity"": 1.0, ""unit_price"": 56.0, ""total"": 56.0}, {""description"": ""OXYGEN SENSOR DIRECT FIT"", ""quantity"": 6.0, ""unit_price"": 73.5, ""total"": 441.0}]"
20514195,error,Could not download PDF from URL for 06122022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20839778,success,NA,1018604886,PO - 27105,42.89,7.15,EUR,2023-12-18,NA,30,Federal-Mogul Aftermarket UK Ltd,"[{""description"": ""AM SHOCK ABSORBER"", ""quantity"": 1.0, ""unit_price"": 27.71, ""total"": 27.71}]"
20038548,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14021957,error,Could not download PDF from URL for 22062018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14935333,success,NA,0951107243,NA,88.8,14.8,GBP,2020-03-23,NA,NA,Formula One Autocentres,"[{""description"": ""185 65 15 H Budget Tyre 88H<br /> Fuel"", ""quantity"": 2.0, ""unit_price"": 29.38, ""total"": 58.76}, {""description"": ""Tyre Disposal Charge**"", ""quantity"": 2.0, ""unit_price"": 1.28, ""total"": 2.56}, {""description"": ""Wheel Balance"", ""quantity"": 2.0, ""unit_price"": 4.34, ""total"": 8.68}, {""description"": ""Sundries"", ""quantity"": 2.0, ""unit_price"": 2.0, ""total"": 4.0}]"
